f, ferror, V, Verror
3.21E+14	3.43E+12	0.00E+00	1.60E-23
4.69E+14	7.32E+12	7.80E-20	1.60E-23
4.88E+14	7.93E+12	8.21E-20	1.60E-23
5.08E+14	8.62E+12	9.91E-20	1.60E-23
5.61E+14	3.14E+13	1.34E-19	1.60E-23
5.94E+14	3.53E+13	1.53E-19	1.60E-23
6.59E+14	5.80E+13	1.92E-19	1.60E-23
7.69E+14	7.89E+13	2.29E-19	1.60E-23
